Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Agens;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
99;VVFIN;ADJD;tun;9;NZZ_1998_05_09_a252_seg4_s6;11;Full|3|Sg|Past|Ind;GC erfüllte gegen den FCZ die Pflicht, tat dies fleissig und kämpferisch, mehr handwerklich als brillant, musste schliesslich noch bangen, baute aber ein weiteres Mal auf die Sonderklasse von Türkyilmaz, diesem aussergewöhnlichen Stürmer, der in zwei Szenen hintereinander den Ausschlag gab zum Wandel vom 0 : 1 zur Pause zum 2 : 1, das Bestand haben sollte .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
100;VVINF;ADJD;nutzen;23;NZZ_1998_10_09_a211_seg10_s16;21;Full|-2;Auf 40 Seiten wollte er diesen Leuten die Angst vor dem Computer nehmen und sie dazu ermutigen, die Rechenknechte fleissig zu nutzen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
101;VVPP;ADJD;sammeln;8;NZZ_1998_09_01_a140_seg3_s2;6;Full|Psp;Am Kreuzplatz selbst werden bereits fleissig Unterschriften gesammelt .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
102;VVFIN;ADJD;trainieren;10;NZZ_1995_03_27_a102_seg5_s8;13;Full|3|Sg|Pres|Subj;Um dieser Absicht auch Taten folgen zu lassen, trainiere er bereits fleissig in seiner Freizeit .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
103;VVPP;ADJD;suchen;8;NZZ_1994_04_25_a43_seg5_s2;4;Full|Psp;Von Analytikern wird fleissig nach plausiblen Erklärungen gesucht .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
104;VVFIN;ADJD;sammeln;20;NZZ_1998_10_02_a206_seg6_s7;23;Full|1|Pl|Past|Subj;Sie verzichteten schweren Herzens auf Zofingen, arbeiteten an Badmanns Leistungen im Schwimmen, ihrer schwächsten Disziplin, und sammelten an Weltcup-Rennen fleissig Punkte im Hinblick auf die Olympiaqualifikation, allerdings ohne überragende Bilanz .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
105;VVFIN;ADJD;benutzen;20;NZZ_1997_12_04_a198_seg7_s14;22;Full|3|Pl|Past|Ind;Da konnten sie die verfehmten grauen Kleider zurücklassen, und sie hängten ihre farbige Garderobe an die Fenster und benutzten sie fleissig .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
106;VVFIN;ADJD;qualmen;37;NZZ_1994_05_26_a204_seg3_s14;36;Full|3|Sg|Pres|Ind;« Bravo » und Jimi Hendrix grüssen vom Poster, es wird die Beatles-Melodie gepfiffen, der Bee- Gees-Hit quillt aus Jukebox und Transistorradio, « Scheisse » schreibt jemand auf die Wandtafel, und fleissig qualmt die Ikone des sozialrevolutionären Aufstandes : die Zigarette .;prozess;rein;done;inanim;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
107;VVINF;ADJD;sammeln;36;NZZ_1997_03_20_a136_seg5_s1;33;Full|-2;Wie Grünberg mit seinen Mitschülern Saufwetten um die Mädchen abschliesst, wie er mit Freundin Rosie die ersten verklemmten Beischlafversuche unternimmt, wie er der abstossenden Tristesse seines Elternhauses entflieht, um fleissig Bordellerfahrungen zu sammeln und ... ja, das war ' s dann auch schon : Das liest sich nur auf ein paar der 350 Seiten vergnüglich, meist dann, wenn es um seine jüdische ( Nicht- ) Identität geht : « Er kommt immer, wenn wir nicht zu Hause sind, das ist mal wieder typisch Gott . »;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
108;VVINF;ADJD;zusammentragen;79;NZZ_1999_02_04_a226_seg4_s3;75;Full|-2;Jeder auch nur durchschnittlich sportinteressierte Schweizer spürt mit einbrechender Dunkelheit dieses nervöse Kribbeln im Solarplexus, er sieht es als nationale Verpflichtung an, an den WM in Vail aus Distanz teilzunehmen : erstens wäre es ja möglich, dass die Schweizer Rennfahrerinnen und Rennfahrer trotz allem und warum eigentlich nicht und vielleicht doch und überhaupt ..., und zweitens beschert uns diese Übertragungen zur Prime-time-Stunde das totale Fernseherlebnis, das wir im Fernsehalltag fleissig wie Ameisen häppchenweise zusammentragen müssen : die « Weltpremiere » mit höchsten Gefühlen, Spiel, Spass und Spannung !;nd;nd;not of interest;;idiom;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
109;VVFIN;ADJD;verteilen;15;NZZ_1999_02_09_a170_seg4_s3;16;Full|3|Sg|Past|Ind;Bei der Parkplatzsuche standen sich die motorisierten Messebesucher gegenseitig im Weg, die Stadtpolizei verteilte fleissig Bussen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
110;VVFIN;ADJD;sparen;51;NZZ_1994_01_18_a78_seg14_s3;53;Full|3|Pl|Pres|Ind;"Die Kontakte zwischen diesen « Urwallisern » ( von denen die allermeisten nicht mehr Schweizer Bürger sind ) und dem Kanton Wallis werden intensiv gepflegt : So kommen regelmässig Besuchergruppen aus dem Wallis in diese Ortschaften ; andererseits planen die Argentinien- Walliser wieder eine grosse Reise in die Schweiz und sparen schon fleissig dafür .";prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
111;VVFIN;ADJD;schreiben;24;NZZ_1994_04_02_a245_seg3_s19;26;Full|1|Pl|Past|Subj;"Das Schönste auf dieser Welt, Inbegriff und Angelpunkt all seiner Hoffnungen, war der Annoncenteil der « Frankfurter Allgemeinen » ; daneben schrieben wir fleissig Postfachadressen in Singapur und Delaware an .";prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
112;VVINF;ADJD;besuchen;12;NZZ_1996_10_11_a173_seg5_s29;11;Full|-2;Bruderer hofft, die aussergewöhnlich aktiven Fans würden die Matches fleissig besuchen und so den Zuschauerdurchschnitt auf 700 pro Heimspiel erhöhen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
113;VVFIN;ADJD;trainieren;2;NZZ_1997_06_24_a168_seg5_s7;17;Full|3|Pl|Pres|Ind;Zwar trainieren die einst als « Sandhasen » apostrophierten Spieler selbst in ihrem Ausbildungszentrum in Barcelona fleissig auf Hardcourts, dies nachweisbar mit Erfolg, aber auf der schnellen Grasnarbe erachten sie ihre Chancen auf positive Resultate als arg eingeschränkt .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
114;VVPP;ADJD;bringen;18;NZZ_1996_12_05_a111_seg6_s2;13;Full|Psp;Jedenfalls hat wohl keiner der jüngeren Autoren die Vanitas-Symbolik der Alten so fleissig auf den neuesten Stand gebracht wie Strittmatter .;prozess;agensorientiert;done;anim;vergleich;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
115;VVINF;ADJD;gelten;15;NZZ_1994_06_24_a25_seg5_s1;14;Full|3|Pl|Pres|Ind;Gy. Bonn, 23. Juni Länder, deren Bevölkerungen in der Regel als fleissig gelten, sind alles andere als billig, wenn es ums Arbeiten geht .;nd;nd;not of interest;;vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
116;VVPP;ADJD;verteilen;14;NZZ_1994_02_26_a182_seg6_s9;12;Full|3|Sg|Pres|Ind;In Norwegen hingegen ist er ein Held, der fast ebenso fleissig Autogramme verteilt wie seine Schützlinge .;prozess;agensorientiert;done;anim;vergleich;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
117;VVFIN;ADJD;tauschen;20;NZZ_1999_09_21_a250_seg10_s3;15;Full|-2;Die Produzenten von Computerspielen kämpfen mit der Tatsache, dass Kinder auf dem Schulhof fleissig Kopien der beliebtesten Computerspiele tauschen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
118;VVINF;ADJD;recherchieren;11;NZZ_1994_10_01_a112_seg3_s14;10;Full|-2;Wer hier Zuverlässiges ans Licht holen will, muss fleissig recherchieren .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
119;VVPP;ADJD;abheben;9;NZZ_1996_10_04_a112_seg3_s7;8;Full|Psp;Was nicht heisst, dass nicht auch fleissig abgehoben wird in Gefilde, die der Phantasie so gut wie der Wirklichkeit und dem Experiment so gut wie der Dokumentation verpflichtet sind .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
120;VVFIN;ADJD;bearbeiten;7;NZZ_1996_08_08_a149_seg5_s19;9;Full|3|Pl|Pres|Ind;Männer mit Stössel und kleinem Hammer bearbeiten zwar fleissig Messingschalen, in Wirklichkeit gilt die Aufmerksamkeit dieser Pseudohandwerker jedoch den Vorbeiflanierenden, die im Gegensatz zu Tunis mit vielen Worten, bisweilen mit sanfter Gewalt in die Boutiquen gezogen werden .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
121;VVFIN;ADJD;verbreiten;4;NZZ_1999_03_27_a246_seg3_s1;10;Full|3|Sg|Pres|Ind;Nationalcoach Gilbert Gress verbreitet vor der Partie in Weissrussland fleissig Zweckoptimismus;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
122;VVPP;ADJD;kaufen;25;NZZ_1993_08_21_a150_seg16_s2;24;Full|Psp;Rasch hat sich herumgesprochen, dass Schweizer Banken, die anlässlich des vom Streit zwischen London und Peking ausgelösten Hongkonger Börsen-Crash im Dezember fleissig gekauft statt verkauft haben, im nachhinein riesige Gewinne verbuchen konnten .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
123;VVPP;ADJD;verschicken;23;NZZ_1996_06_11_a170_seg3_s20;20;Full|Psp;Auch die « Welt von oben », wie sie Normalreisende praktisch nie zu sehen bekommen, wird ebenso fleissig als Illusion verschickt wie « Kitsch und Quatsch » .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
124;VVIZU;ADJD;abtragen;30;NZZ_1999_12_21_a202_seg4_s1;29;Full|zu;stü. Der Kantonsrat hat am Montag die Zeit, die er durch die Verschiebung der Budgetdebatte gewann, ein weiteres Mal dazu benützt, den Berg hängiger Geschäfte fleissig abzutragen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
125;VVPP;ADJD;lachen;11;NZZ_1997_11_01_a127_seg6_s4;10;Full|Psp;Das Premierenpublikum hat die Feier nicht verdorben, sondern fleissig gelacht und applaudiert .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
126;VVPP;ADJD;photographieren;4;NZZ_1995_04_01_a220_seg3_s22;3;Full|Psp;Er wurde fleissig photographiert : im arabischen Zelt, vor einem japanischen Buddha, auf den Terrassen des Borobudur in Java .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
127;VVPP;ADJD;machen;8;NZZ_1994_11_29_a5_seg4_s7;6;Full|Psp;Von dieser Möglichkeit wurde so fleissig Gebrauch gemacht, dass die Briefstimmen das Endresultat entscheidend beeinflussen könnten .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
128;VVPP;ADJD;produzieren;23;NZZ_1995_02_23_a121_seg3_s9;20;Full|3|Sg|Pres|Ind;So wie die Geschichte fortging, sind aus diesen griechischen Profilen schliesslich Profile Europas geworden, und während Brüssel fleissig neue Euro-Profile produziert, seien hier einige gute alte Eisen blankgeputzt .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
129;VVPP;ADJD;produzieren;10;NZZ_1997_09_05_a121_seg3_s2;9;Full|Psp;Dass in Italien trotz schlechten Distributions- und Auswertungsbedingungen fleissig produziert wird, lässt sich jeweils am Filmfestival von Venedig feststellen, wo die einheimischen Filmschaffenden im Heimspiel um Preise und Publikum in diversen Sektionen konkurrieren und gerade auch die Newcomer ein eigenes « Schaufenster » haben, das in den letzten Jahren jeweils ausserordentlich gut besucht worden ist .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
130;VVFIN;ADJD;lesen;32;NZZ_1999_04_17_a228_seg3_s2;27;Full|3|Sg|Pres|Subj;Er fand dazu an einem solchen Nachmittage Gelegenheit, da er auch mit vorgefordert worden war, und der Prinz ihn fragte, ob er auch fleissig die grossen französischen Theaterschriftsteller lese, darauf ihm denn Wilhelm mit einem sehr lebhaften Ja antwortete .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
131;VVPP;ADJD;polemisieren;9;NZZ_1999_03_10_a206_seg3_s4;8;Full|Psp;Gespielt wurde seither zwar nicht, dagegen fleissig polemisiert .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
132;VVFIN;ADJD;rühren;2;NZZ_1997_03_11_a107_seg3_s6;4;Full|3|Sg|Past|Ind;Daneben rührte er fleissig die Werbetrommel für den NM : Langfristig könne ein deutscher Emittent nirgendwo auf der Welt zu günstigeren Bedingungen Eigenkapital aufnehmen als am NM .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
133;VVPP;ADJD;verteilen;32;NZZ_1998_04_01_a162_seg12_s5;30;Full|Psp;Weil die vorgesehene Zeit für die Versammlung massiv überzogen worden war, hatten zwei Verkehrsbeamtinnen der Stadtpolizei in der Zwischenzeit auf dem Parkplatz vor dem Stadthof 11 ihren Kollegen fleissig Parkbussen verteilt .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
134;VVPP;ADJD;spekulieren;12;NZZ_1999_02_12_a212_seg4_s7;10;Full|Psp;Wenn viele Teams auf engstem Raum zusammenleben, wird fleissig darüber spekuliert, wer im Hinblick auf die kommende Saison wohin wechselt .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
135;VVPP;ADJD;lesen;38;NZZ_1998_07_18_a34_seg7_s5;37;Full|Psp;Aber er ging, und so ist Blocher zum fürsorglichen Götti der Bräker-Festspiele geworden, « mit Begeisterung », wie der Toni erzählt, schliesslich seien im protestantischen Haushalt Blocher die Schriften des Protestanten Bräker fleissig gelesen worden .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
136;VVFIN;ADJD;schwatzen;10;NZZ_1993_04_01_a35_seg5_s6;8;Full|3|Pl|Pres|Ind;Auf zwei Herren, die am Nebentisch fleissig darüber schwatzen, wie ein paar Millionen am besten zu verschieben wären, gibt es keine adäquate Reaktion, keinen Hass, keine Verachtung .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
137;VVFIN;ADJD;beteiligen;18;NZZ_1998_06_19_a202_seg9_s12;24;Full|3|Sg|Past|Ind;Doch ganz ohne Anstand kommt offensichtlich auch die Werbung von Adidas nicht aus : Der deutsche Konzern beteiligte sich in den vergangenen Tagen fleissig an den Diskussionen in Italien, ob Del Piero für Roberto Baggio zum Einsatz kommen solle, nachdem der Stürmer von Juventus Turin das Spiel der italienischen Mannschaft mit Chile nur auf der Ersatzbank miterleben durfte .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
138;VVFIN;ADJD;verschicken;18;NZZ_1993_08_20_a37_seg2_s5;10;Full|3|Pl|Pres|Ind;So möge also die Handelskammer den Messeleitungen, die fleissig Einladungen zu den Veranstaltungen auch an Drittländer verschicken, empfehlen, gleichzeitig Antragsformulare zur Beschaffung von Arbeitsbewilligungen beizulegen, damit die Leute nicht mit entsprechendem Eintrag im Reisepass gleich wieder an die Grenze gestellt werden .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
139;VVFIN;ADJD;bemühen;20;NZZ_1995_04_10_a143_seg3_s21;13;Full|3|Pl|Past|Ind;Zu einem Sieg, der das Kräfteverhältnis sicher richtig wiedergab, so fleissig sich die Aarauer um eine Korrektur bemühten .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
140;VVPP;ADJD;repetieren;37;NZZ_1993_08_19_a116_seg2_s42;36;Full|Psp;Malta will, das betonte der Tourismusminister in einem Gespräch mit Presseleuten, vom Image einer « Sea and Sun Destination » wegkommen, und der Slogan von « mehr Qualität statt Quantität » wird fleissig repetiert .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
141;VVFIN;ADJD;klauen;69;NZZ_1997_05_14_a108_seg5_s3;71;Full|2|Pl;Und am allerwenigsten weht er natürlich bei Wim Wenders, der sich zu den halbseidenen Philosophen des Off-Hollywood-Kinos gesellt mit seiner amerikanischen Produktion « The End of Violence » : Der schmalzige Blick aus der Engel-Perspektive ( eines Observatoriums ) auf Los Angeles und eine Gruppe von Einwohnern - im üblichen Querschnitt von putziger Armut und schickem Unglück - borgt sich grosszügig allerhand Motive bei allerlei Vorgängern, klaut besonders fleissig bei Robert Altman und Lawrence Kasdan und bringt doch nur einen Brei von Banalitäten auf die Leinwand .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
142;VVFIN;ADJD;sammeln;4;NZZ_1998_06_08_a228_seg290_s23;9;Full|3|Pl|Pres|Ind;Kein Wunder, sammeln die, Millionen Jamaicaner fleissig Flaschendeckel : ein Sponsor der « Reggae Boyz » verlost eine Handvoll Reisen nach Paris .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
143;VVFIN;ADJD;lesen;36;NZZ_1996_10_17_a142_seg3_s15;33;Full|1|Sg|Past|Ind;Das liegt einzig daran, dass manche Texte eine Bebilderung nahelegen oder zumindest erlauben, andere nie illustriert und selten geschmückt worden sind, so weit sie auch verbreitet waren und so fleissig man sie las .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
144;VVPP;ADJD;betreiben;14;NZZ_1998_06_03_a181_seg7_s6;12;Full|Psp;Mit Max Pfeffer und Werner Senn, für den in Leserbriefspalten fleissig Propaganda betrieben wird, stellen sich überdies zwei Parteilose zur Wahl .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
145;VVFIN;ADJD;machen;11;NZZ_1996_12_17_a162_seg3_s5;12;Full|3|Pl|Pres|Ind;Die Führungskräfte, allesamt wie vorgeschlagen in sportlicher Kleidung, machen fleissig Notizen, während der in dunkelblauer Kleidung referierende Ulrich T. Strunz, der seinen Mitreferenten immer betont mit Doktor Spitzbart anspricht, in rhetorisch überzeugender Manier Selbstverständlichkeiten von sich gibt, die dennoch so manchem ein verständiges Nicken entlocken .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
146;VVFIN;ADJD;gedeihen;26;NZZ_1993_04_02_a65_seg2_s1;25;Full|3|Sg|Pres|Ind;Langjährige Solothurn-Besucher erinnern sich : Vor vielen Jahren hat einer einmal besonders raffiniert das wohlige Wir-Gefühl gesprengt, das an den Filmtagen von jeher fleissig gedeiht .;prozess;rein;done;inanim;AGENS psych-related;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
