Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Agens;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
147;VVFIN;ADJD;mischen;21;NZZ_1998_12_18_a147_seg5_s6;19;Full|3|Pl|Pres|Ind;Auch die Schar der 200 Teddybären und die Baustelle, auf der kuschelige Plüschäffchen, elektrisch angetrieben, fleissig Beton mischen, ziehen die Kinder in Bann .;prozess;agensorientiert;done;inanim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
148;VVPP;ADJD;mähen;9;NZZ_1994_09_29_a253_seg3_s4;2;Full|Psp;Und fleissig wird vom Frühjahr bis zum Herbst gemäht .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
149;VVFIN;ADJD;sägen;17;NZZ_1998_09_12_a42_seg11_s13;19;Full|1|Pl|Past|Subj;Mit einer Hand sich an einem wippenden Erlenast festhaltend, mit den Füssen irgendwo abstützend, sägten wir fleissig drauflos - vorzugsweise nicht an dem Ast, an dem wir hingen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150;VVFIN;ADJD;schreiben;10;NZZ_1997_11_20_a119_seg4_s28;11;Full|3|Sg|Past|Ind;1959/60 bereiste der Autor als Stipendiat die USA und schrieb fleissig Reisedepeschen an seinen Turiner Verlag Einaudi .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
151;VVFIN;ADJD;sammeln;18;NZZ_1994_04_28_a159_seg3_s17;16;Full|3|Sg|Pres|Ind;Trotzdem könnte sich bereits am Donnerstag ein Leaderwechsel ergeben, falls Adriano Baffi weiterhin so fleissig Bonifikationen sammelt .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
152;VVPP;ADJD;hofieren;20;NZZ_1993_04_15_a29_seg10_s13;19;Full|Psp;Gerichtsakten bewegen sich schneller an die Oberfläche eines überladenen Schreibtisches und zum Richter, wenn beim zuständigen Sekretär fleissig hofiert und geschmiert wird .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
153;VVFIN;ADJD;machen;18;NZZ_1995_06_08_a180_seg9_s11;16;Full|3|Sg|Pres|Ind;Seine Worte könnten auch in der Gästewerbung verwendet werden : Wer von den Angeboten Leukerbads fleissig Gebrauch macht, rostet bestimmt nicht .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
154;VVFIN;ADJD;dreschen;39;NZZ_1996_03_09_a2_seg6_s8;40;Full|1|Pl|Past|Ind;In Fernsehinterviews weigerten sich der Gouverneur Pataki und die Abgeordnete Molinari nach dem Sieg Doles kategorisch und im Stile mit allen Wassern gewaschener Hinterzimmerstrategen, überhaupt auf die Frage nach der Angemessenheit derartig archaischer Bestimmungen einzugehen, sondern droschen fleissig auf Forbes und Buchanan ein, die es gewagt hatten, die örtliche Nomenklatura herauszufordern .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
155;VVPP;ADJD;sammeln;6;NZZ_1999_10_16_a231_seg7_s25;5;Full|Psp;Pater Ruprecht hatte zwar fleissig gesammelt .;prozess;agensorientiert;done;anim;unvollständig;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
156;VVPP;ADJD;trainieren;11;NZZ_1997_04_07_a153_seg4_s18;10;Full|Psp;Das Powerplay, das Sorgenelement hiesiger Auswahlteams, durfte fleissig trainiert werden - ohne erkennbare Fortschritte .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
157;VVFIN;ADJD;kehren;18;NZZ_1996_04_16_a105_seg4_s2;19;Full|3|Sg|Pres|Subj;"In der Tat schien Arnaldo Momigliano nach der Devise Cassiodors zu leben : « Lies unermüdlich, kehre fleissig zu deiner Lektüre zurück ; ständiges Überdenken des Textes ist die Mutter allen Verstehens . »";prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
158;VVINF;ADJD;üben;12;NZZ_1996_12_30_a77_seg3_s12;7;Full|-2;Und dass der Trompetenschlumpf erst einmal fleissig die Schlümpfonie in C üben muss, wenn er später als Technoschlumpf die Hitparade stürmen will .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
159;VVPP;ADJD;weiterbauen;9;NZZ_1995_02_07_a44_seg2_s13;8;Full|Psp;Zudem wird auf der Westseite des Bahnhofs fleissig weitergebaut .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
160;VVFIN;ADJD;rollen;4;NZZ_1998_09_05_a190_seg2_s1;6;Full|3|Sg|Pres|Ind;ked. « Züri rollt » fleissig und das schon seit fünf Jahren .;prozess;rein;done;inanim;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
161;VVFIN;ADJD;fahren;3;NZZ_1994_07_18_a72_seg3_s28;5;Full|3|Pl|Pres|Ind;Die VBZ fahren weniger fleissig ( siehe unten ), die Postämter öffnen später und schliessen früher, Lieferanten, Geschäfts- und Gesprächspartner glänzen durch Ferienabwesenheit .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
162;VVPP;ADJD;basteln;8;NZZ_1999_08_31_a198_seg2_s15;7;Full|Psp;So wurde denn an diesem Kurs fleissig gebastelt, modelliert und gestaltet - kommt uns das aus dem ganz alltäglichen Schulbetrieb nicht hinlänglich bekannt vor ?;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
163;VVFIN;ADJD;schreiben;10;NZZ_1995_05_05_a131_seg5_s4;14;Full|3|Sg|Past|Ind;Schon vor der Publikation von « Little Women » schrieb sie unter Pseudonym fleissig romantische Gruselgeschichten um saftige Leidenschaften und verbotene Liebesverstrickungen, mit sprechenden Titeln wie etwa « Pauline ' s Passion and Punishment » .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
164;VVPP;ADJD;lernen;47;NZZ_1997_04_11_a144_seg3_s18;46;Full|Psp;"Dass die irische « Teufelsbrut », die « The Devil ' s Own » den ironischen Titel gibt, ausgerechnet vom Jungmädchenschwarm Brad Pitt verkörpert wird, spricht zwar nicht gerade für ein überzeugendes Besetzungskonzept, aber immerhin scheint der Jungstar den regionalen Akzent fleissig gelernt zu haben ; für nichtenglische Ohren tönen die - vernünftigerweise lapidaren - Dialoge des terroristischen Asses aus Belfast jedenfalls einigermassen überzeugend .";prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
165;VVPP;ADJD;anfordern;38;NZZ_1994_08_06_a74_seg3_s9;37;Full|Psp;Als unverbindliche Empfehlung an die Gemeinden gedacht, dient es inzwischen nicht nur in der ganzen Schweiz als Vorlage für einschlägige kommunale Reglemente, sondern wird auch aus Deutschland, Österreich, England und gar Japan fleissig angefordert .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
166;VVFIN;ADJD;betreiben;28;NZZ_1999_08_20_a147_seg5_s13;26;Full|-2;Genau dieser Effekt lag freilich in der Absicht der Filmemacher, die auf einer schon im letzten Jahr lancierten Website zum Film ( theblairwitch.com ) fleissig Legendenbildung betreiben .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
167;VVFIN;ADJD;nutzen;4;NZZ_1999_04_09_a220_seg3_s9;8;Full|3|Sg|Pres|Ind;Eine neue Generation nutzt diese vermeintlichen Türöffner fleissig .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
168;VVPP;ADJD;kopieren;9;NZZ_1999_04_17_a233_seg5_s2;8;Full|Psp;Also werden Parker, Miles, Coltrane fleissig kopiert und verbraten .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
169;VVPP;ADJD;bemühen;17;NZZ_1997_04_10_a177_seg3_s27;16;Full|3|Sg|Pres|Ind;Der Engländer wird diese Einschätzung mit Interesse zur Kenntnis nehmen, da er sich selber fleissig bemüht, das Gegenteil zu behaupten .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
170;VVFIN;ADJD;fliegen;3;NZZ_1999_05_28_a214_seg3_s4;4;Full|3|Pl|Pres|Ind;Die Bälle fliegen fleissig übers Netz, neuerdings werden sie aber nicht immer von TV-Kameras live eingefangen .;prozess;rein;done;inanim;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
171;VVIZU;ADJD;wiederverwerten;10;NZZ_1998_01_31_a227_seg3_s3;9;Full|zu;Allerdings hat Eagleton den Hang, seine Schriften fleissig wiederzuverwerten, und das tut er hier - seine Behauptung, das Selbstplagiat sei ein Teil der postmodernen Praxis, kommt allzu billig daher .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
172;VVFIN;ADJD;stricken;5;NZZ_1999_04_23_a256_seg2_s2;6;Full|3|Pl|Pres|Ind;Einige Journalisten und Journalistinnen stricken fleissig an dieser Lüge mit .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
173;VVFIN;ADJD;üben;16;NZZ_1999_07_09_a162_seg11_s3;20;Full|3|Pl|Pres|Ind;Man schreibt das Jahr 1943, Amerikas Männer stehen an Europas Kriegsfronten und ihre Frauen üben sich zu Hause fleissig als Lückenfüller .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
174;VVFIN;ADJD;beschaffen;48;NZZ_1998_08_13_a113_seg7_s4;46;Full|3|Sg|Past|Ind;Und Yetnikoff wäre nicht fünfzehn Jahre lang der mächtigste Mann im Musikbusiness geblieben, wenn er nicht die Regeln beherrscht hätte : er umgab sich mit den richtigen Leuten, sorgte für die einen ( beispielsweise für den Musikanwalt Allen Grubman, dem er so fleissig Klienten beschaffte, bis der fast zum Monopolisten geworden war ), arrangierte sich mit eingeschliffenen quasi-mafiosen Strukturen wie dem « Network » und sorgte mit ordinären Interviews für hohen Unterhaltungswert und ein hohes Mass an Anerkennung in der Öffentlichkeit und bei den Künstlern, die sich von CBS vertreten liessen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
175;VVPP;ADJD;kaufen;6;NZZ_1998_06_26_a206_seg3_s5;4;Full|Psp;Es wurden weiter fleissig Bildchen gekauft, und immer wieder wurde er und nicht Ronaldo aus dem gierig aufgerissenen Beutelchen hervorgekramt .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
176;VVPP;ADJD;mauern;5;NZZ_1993_07_31_a151_seg4_s8;4;Full|Psp;Unbekleidet wird auch fleissig gemauert, Rezession in der Bauwirtschaft hin oder her .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
177;VVPP;ADJD;zusammenzimmern;19;NZZ_1996_02_19_a104_seg3_s3;17;Full|Psp;Seit das ehemalige Flughafen-Nachtlokal « Blackout » vor wenigen Wochen geschlossen worden ist, werden darin fleissig Blockhütten zusammengezimmert, Panoramawände bemalt und massive Felsbrocken hineingekarrt .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
178;VVFIN;ADJD;ausstoßen;11;NZZ_1999_01_22_a187_seg4_s1;10;Full|3|Sg|Pres|Ind;Die Remakes, die das Fliessband in Hollywood so fleissig ausstösst, erfüllen normalerweise die immergleichen Kriterien ( obschon in sehr unterschiedlicher Qualität ) : Was früher einmal erfolgreich war, soll heute noch einmal erfolgreich sein .;prozess;rein;done;inanim;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
179;VVFIN;ADJD;verkünden;54;NZZ_1998_09_19_a153_seg2_s2;49;Full|3|Pl|Pres|Ind;In seinem neuesten Buch kommt nun endlich deutlich zum Vorschein, was Slavoi Zizeks vergnügliche Spinnereien stets zu verdecken drohten : Zizek ist alles andere als ein postmoderner Blender, vielmehr einer, der sich clair et distinct sowohl gegen die modischen Designerphilosophen verwahrt, die noch immer fleissig den Tod des Subjekt verkünden, als auch gegen alle Metaphysiker und modernen Obskurantisten, die von einem vitalistischen oder animalistischen Kern des Menschen faseln .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
180;VVINF;ADJD;rauchen;9;NZZ_1994_07_08_a92_seg3_s13;7;Full|-2;Da Mann wie Frau vielfach auch fleissig zu rauchen pflegen, braucht es nicht notwendigerweise eine Grillparty im Wald, um diesen in Brand zu setzen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
181;VVPP;ADJD;proben;10;NZZ_1997_07_05_a195_seg3_s10;4;Full|Psp;Deshalb wird hier fleissig die Arrondierung der eigenen Position geprobt .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
182;VVPP;ADJD;manipulieren;46;NZZ_1998_06_20_a248_seg4_s20;45;Full|Psp;Und weil diese Reichweite durch den Umstand akzentuiert wird, dass in Iran Fussballstadien als Plattform der Opposition genutzt werden ( weil in Stadien die Einhaltung von Verhaltensvorschriften schwer kontrollierbar ist ), wird wohl an den Schaltpulten im Teheraner Fernsehstudio am Sonntag abend fleissig manipuliert werden .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
183;VVINF;ADJD;spritzen;35;NZZ_1999_06_11_a213_seg6_s2;33;Full|-2;Wenn Pantani mit, Liter Blut sich mit, Liter Hämatokrit ( = 50% ) schlafen legt, hat er am nächsten Morgen zwar noch immer, Liter Hämatokrit ( wenn er fleissig EPO spritzen sollte, auch geringfügig mehr ), aber bei einem Schweissverlust von einem Liter in der Nacht hat er wahrscheinlich nur noch etwa, Liter Blut und damit auch ohne EPO einen Hämatokritwert von, .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
184;VVFIN;ADJD;abwaschen;15;NZZ_1998_01_23_a146_seg3_s35;14;Full|3|Pl|Pres|Ind;Vielleicht ist dann auch zu vernehmen, ob Mädchen, die heute schon fleissig abwaschen, zwingend ein blitzblankes, aber innerlich dumpfes Hausfrauendasein vor sich haben ...;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
185;VVPP;ADJD;machen;18;NZZ_1995_11_18_a108_seg12_s2;13;Full|Psp;Das Dixhuitième scheint sich wieder grösserer Beliebtheit zu erfreuen - jedenfalls werden fleissig Autoren und Texte zugänglich gemacht, deren Beitrag zur Wissenschaft aus der Perspektive des 20. Jahrhunderts vornehmlich kulturhistorisch zu würdigen ist .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
186;VVPP;ADJD;putzen;12;NZZ_1999_11_27_a28_seg13_s12;11;Full|Psp;Im Sichtfeld der verwaisten amerikanischen Botschaft, deren Fenster dennoch fleissig geputzt werden, steht immer noch trotzig das Riesenschild, auf dem ein mit Gewehr bewaffneter Kubaner fröhlich dem hilflos seine Arme ringenden « Uncle Sam » übers Meer zuruft : « Herren Imperialisten !;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
187;VVPP;ADJD;emittieren;6;NZZ_1999_05_25_a70_seg17_s3;5;Full|Psp;Im Euro-Segment wurde hingegen fleissig emittiert .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
188;VVFIN;ADJD;wetteifern;2;NZZ_1998_08_20_a144_seg2_s3;3;Full|3|Pl|Pres|Ind;Sie wetteifern fleissig untereinander darum, welche denn nun das endgültig hundertprozentige verwegenste Super-Grrrrlie sei .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
189;VVFIN;ADJD;belegen;20;;14;Full|-2;, erreichte fast beängstigende Proportionen, wie die von seinen Schülern und Assistenten fleissig à jour gehaltenen bibliographischen Verzeichnisse belegen .;nd;nd;not of interest;;ModADJ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
190;VVFIN;ADJD;produzieren;2;NZZ_1998_04_14_a159_seg3_s12;7;Full|3|Sg|Past|Ind;So produzierte denn der Kulturschock weiter fleissig Vergleiche und Ideen, die hinaus- bzw. zwischenzurufen ins zürcherische Kulturleben ich mir alsogleich vornahm .;prozess;rein;done;inanim;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
191;VVFIN;ADJD;machen;15;NZZ_1998_02_17_a211_seg3_s16;11;Full|3|Pl|Pres|Ind;Gerade hier aber ergibt sich für die Neidsteuer-Protagonisten, die fleissig Anleihen im Ausland machen, ein warnendes Beispiel : Über die deutsche Telekom-Aktie kann man vieles sagen, nur nicht, dass sie ein Renner ist ( Verlustabzug ! );prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
192;VVPP;ADJD;leisten;29;NZZ_1998_10_14_a118_seg6_s5;19;Full|Psp;Zwanzig Meter weiter entdecke ich den Stammtisch von Netz, den Stand mit den vollsten Aschenbechern, wo fleissig Lobbyarbeit für die junge Schweizer ( Netz- ) Literatur geleistet wird .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
193;VVPP;ADJD;lesen;18;NZZ_1994_11_10_a118_seg8_s12;17;Full|Psp;Noch vor ein paar Jahren wurde auch dänische Schriftstellerinnen wie Dea Trier Mørch und Susanne Brøgger fleissig gelesen, heute liest man höchstens den Dänen Peter Høeg und die Isländerin Vigdis Grímsdóttir, deren Roman « Das Mädchen im Walde » einer der Bewerber um den Literaturpreis des Nordischen Rates für 1994 ist .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
194;VVPP;ADJD;sammeln;6;NZZ_1998_03_18_a159_seg49_s4;4;Full|Psp;Wer früher schon fleissig Reich-Platten gesammelt hat, braucht mit dem Erwerb der neuen Edition seine alten Aufnahmen jedoch nicht gleich alle zu verschenken .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
195;VVPP;ADJD;kolportieren;9;NZZ_1995_09_08_a184_seg12_s5;8;Full|Psp;Gemäss Eigenwerbung, die von der Presse fleissig kolportiert wird, soll das neue Format eine höhere Auflösung haben und den menschlichen Wahrnehmungsgewohnheiten besser entsprechen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
196;VVFIN;ADJD;wackeln;12;NZZ_1994_12_13_a172_seg3_s19;14;Full|3|Sg|Past|Ind;Selbst der Kameramann konnte sich offenbar der Kampfeuphorie nicht entziehen und wackelte unnötigerweise fleissig mit .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
197;VVPP;ADJD;jubeln;6;NZZ_1999_02_13_a241_seg9_s28;5;Full|Psp;Und da ist schon fleissig gejubelt worden .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
198;VVFIN;ADJD;hinterlassen;31;NZZ_1996_02_15_a78_seg4_s3;29;Full|3|Pl|Pres|Ind;Bei den Mystery-Wochenenden handelt es sich um Rätselspiele, welche von professionellen Spielerfindern vorbereitet werden, und mitten in der bunten Gästeschar stecken ein paar Eingeweihte, die fleissig Spuren hinterlassen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
199;VVFIN;ADJD;machen;13;NZZ_1996_01_25_a202_seg4_s18;14;Full|3|Pl|Pres|Ind;Die Motivation seitens der Schüler ist teilweise äusserst gering, andere hingegen machen fleissig mit und können sich auch schon recht gut in Deutsch ausdrücken .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
200;VVPP;ADJD;arbeiten;9;NZZ_1996_09_27_a204_seg12_s4;8;Full|Psp;Und noch heute wird an dem Mythos fleissig gearbeitet .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
